Ion = Helium      , Mass = 3.016
Tgt = Be (Solid), Density = 1.8 g/cm3
Stopping Units =  eV/(1E15 atoms/cm2)
1.252E+04   4.585E+00  2.140E-03 
1.252E+04   4.585E+00  2.139E-03 
1.252E+04   4.585E+00  2.139E-03 
1.252E+04   4.584E+00  2.139E-03 
1.252E+04   4.584E+00  2.139E-03 
1.252E+04   4.584E+00  2.139E-03 
1.252E+04   4.584E+00  2.139E-03 
1.252E+04   4.584E+00  2.139E-03 
1.252E+04   4.583E+00  2.139E-03 
1.252E+04   4.583E+00  2.139E-03 
1.252E+04   4.583E+00  2.139E-03 
1.252E+04   4.583E+00  2.138E-03 
1.253E+04   4.583E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.582E+00  2.138E-03 
1.253E+04   4.581E+00  2.138E-03 
1.253E+04   4.581E+00  2.138E-03 
1.253E+04   4.581E+00  2.137E-03 
1.253E+04   4.581E+00  2.137E-03 
1.253E+04   4.581E+00  2.137E-03 
1.253E+04   4.580E+00  2.137E-03 
1.253E+04   4.580E+00  2.137E-03 
1.253E+04   4.580E+00  2.137E-03 
1.254E+04   4.580E+00  2.137E-03 
1.254E+04   4.580E+00  2.137E-03 
1.254E+04   4.579E+00  2.137E-03 
1.254E+04   4.579E+00  2.137E-03 
1.254E+04   4.579E+00  2.136E-03 
1.254E+04   4.579E+00  2.136E-03 
1.254E+04   4.579E+00  2.136E-03 
1.254E+04   4.579E+00  2.136E-03 
1.254E+04   4.578E+00  2.136E-03 
1.254E+04   4.578E+00  2.136E-03 
1.254E+04   4.578E+00  2.136E-03 
1.254E+04   4.578E+00  2.136E-03 
1.254E+04   4.578E+00  2.136E-03 
1.254E+04   4.577E+00  2.136E-03 
1.254E+04   4.577E+00  2.135E-03 
1.254E+04   4.577E+00  2.135E-03 
1.255E+04   4.577E+00  2.135E-03 
1.255E+04   4.577E+00  2.135E-03 
1.255E+04   4.576E+00  2.135E-03 
1.255E+04   4.576E+00  2.135E-03 
1.255E+04   4.576E+00  2.135E-03 
1.255E+04   4.576E+00  2.135E-03 
1.255E+04   4.576E+00  2.135E-03 
1.255E+04   4.575E+00  2.135E-03 
1.255E+04   4.575E+00  2.134E-03 
1.255E+04   4.575E+00  2.134E-03 
1.255E+04   4.575E+00  2.134E-03 
1.255E+04   4.575E+00  2.134E-03 
1.255E+04   4.575E+00  2.134E-03 
1.255E+04   4.574E+00  2.134E-03 
1.255E+04   4.574E+00  2.134E-03 
1.256E+04   4.574E+00  2.134E-03 
1.256E+04   4.574E+00  2.134E-03 
1.256E+04   4.574E+00  2.134E-03 
1.256E+04   4.573E+00  2.133E-03 
1.256E+04   4.573E+00  2.133E-03 
1.256E+04   4.573E+00  2.133E-03 
1.256E+04   4.573E+00  2.133E-03 
1.256E+04   4.573E+00  2.133E-03 
1.256E+04   4.572E+00  2.133E-03 
1.256E+04   4.572E+00  2.133E-03 
1.256E+04   4.572E+00  2.133E-03 
1.256E+04   4.572E+00  2.133E-03 
1.256E+04   4.572E+00  2.133E-03 
1.256E+04   4.572E+00  2.132E-03 
1.256E+04   4.571E+00  2.132E-03 
1.257E+04   4.571E+00  2.132E-03 
1.257E+04   4.571E+00  2.132E-03 
1.257E+04   4.571E+00  2.132E-03 
1.257E+04   4.571E+00  2.132E-03 
1.257E+04   4.570E+00  2.132E-03 
1.257E+04   4.570E+00  2.132E-03 
1.257E+04   4.570E+00  2.132E-03 
1.257E+04   4.570E+00  2.132E-03 
1.257E+04   4.570E+00  2.131E-03 
1.257E+04   4.569E+00  2.131E-03 
1.257E+04   4.569E+00  2.131E-03 
1.257E+04   4.569E+00  2.131E-03 
1.257E+04   4.569E+00  2.131E-03 
1.257E+04   4.569E+00  2.131E-03 
1.257E+04   4.568E+00  2.131E-03 
1.258E+04   4.568E+00  2.131E-03 
1.258E+04   4.568E+00  2.131E-03 
1.258E+04   4.568E+00  2.131E-03 
1.258E+04   4.568E+00  2.130E-03 
1.258E+04   4.568E+00  2.130E-03 
1.258E+04   4.567E+00  2.130E-03 
1.258E+04   4.567E+00  2.130E-03 
1.258E+04   4.567E+00  2.130E-03 
1.258E+04   4.567E+00  2.130E-03 
1.258E+04   4.567E+00  2.130E-03 
1.258E+04   4.566E+00  2.130E-03 
1.258E+04   4.566E+00  2.130E-03 
1.258E+04   4.566E+00  2.130E-03 
1.258E+04   4.566E+00  2.129E-03 
1.258E+04   4.566E+00  2.129E-03 
1.258E+04   4.565E+00  2.129E-03 
1.259E+04   4.565E+00  2.129E-03 
1.259E+04   4.565E+00  2.129E-03 
1.259E+04   4.565E+00  2.129E-03 
1.259E+04   4.565E+00  2.129E-03 
1.259E+04   4.565E+00  2.129E-03 
1.259E+04   4.564E+00  2.129E-03 
1.259E+04   4.564E+00  2.129E-03 
1.259E+04   4.564E+00  2.128E-03 
1.259E+04   4.564E+00  2.128E-03 
1.259E+04   4.564E+00  2.128E-03 
1.259E+04   4.563E+00  2.128E-03 
1.259E+04   4.563E+00  2.128E-03 
1.259E+04   4.563E+00  2.128E-03 
1.259E+04   4.563E+00  2.128E-03 
1.259E+04   4.563E+00  2.128E-03 
1.260E+04   4.562E+00  2.128E-03 
1.260E+04   4.562E+00  2.128E-03 
1.260E+04   4.562E+00  2.127E-03 
1.260E+04   4.562E+00  2.127E-03 
1.260E+04   4.562E+00  2.127E-03 
1.260E+04   4.562E+00  2.127E-03 
1.260E+04   4.561E+00  2.127E-03 
1.260E+04   4.561E+00  2.127E-03 
1.260E+04   4.561E+00  2.127E-03 
1.260E+04   4.561E+00  2.127E-03 
1.260E+04   4.561E+00  2.127E-03 
1.260E+04   4.560E+00  2.127E-03 
1.260E+04   4.560E+00  2.126E-03 
1.260E+04   4.560E+00  2.126E-03 
1.260E+04   4.560E+00  2.126E-03 
1.261E+04   4.560E+00  2.126E-03 
1.261E+04   4.559E+00  2.126E-03 
1.261E+04   4.559E+00  2.126E-03 
1.261E+04   4.559E+00  2.126E-03 
1.261E+04   4.559E+00  2.126E-03 
1.261E+04   4.559E+00  2.126E-03 
1.261E+04   4.558E+00  2.126E-03 
1.261E+04   4.558E+00  2.125E-03 
1.261E+04   4.558E+00  2.125E-03 
1.261E+04   4.558E+00  2.125E-03 
1.261E+04   4.558E+00  2.125E-03 
1.261E+04   4.558E+00  2.125E-03 
1.261E+04   4.557E+00  2.125E-03 
1.261E+04   4.557E+00  2.125E-03 
1.261E+04   4.557E+00  2.125E-03 
1.262E+04   4.557E+00  2.125E-03 
1.262E+04   4.557E+00  2.125E-03 
1.262E+04   4.556E+00  2.124E-03 
1.262E+04   4.556E+00  2.124E-03 
1.262E+04   4.556E+00  2.124E-03 
1.262E+04   4.556E+00  2.124E-03 
1.262E+04   4.556E+00  2.124E-03 
1.262E+04   4.555E+00  2.124E-03 
1.262E+04   4.555E+00  2.124E-03 
1.262E+04   4.555E+00  2.124E-03 
1.262E+04   4.555E+00  2.124E-03 
1.262E+04   4.555E+00  2.124E-03 
1.262E+04   4.555E+00  2.123E-03 
1.262E+04   4.554E+00  2.123E-03 
1.262E+04   4.554E+00  2.123E-03 
1.262E+04   4.554E+00  2.123E-03 
1.263E+04   4.554E+00  2.123E-03 
1.263E+04   4.554E+00  2.123E-03 
1.263E+04   4.553E+00  2.123E-03 
1.263E+04   4.553E+00  2.123E-03 
1.263E+04   4.553E+00  2.123E-03 
1.263E+04   4.553E+00  2.123E-03 
1.263E+04   4.553E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.552E+00  2.122E-03 
1.263E+04   4.551E+00  2.122E-03 
1.263E+04   4.551E+00  2.122E-03 
1.264E+04   4.551E+00  2.122E-03 
1.264E+04   4.551E+00  2.122E-03 
1.264E+04   4.551E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.550E+00  2.121E-03 
1.264E+04   4.549E+00  2.121E-03 
1.264E+04   4.549E+00  2.121E-03 
1.264E+04   4.549E+00  2.121E-03 
1.264E+04   4.549E+00  2.120E-03 
1.264E+04   4.549E+00  2.120E-03 
1.264E+04   4.548E+00  2.120E-03 
1.265E+04   4.548E+00  2.120E-03 
1.265E+04   4.548E+00  2.120E-03 
1.265E+04   4.548E+00  2.120E-03 
1.265E+04   4.548E+00  2.120E-03 
1.265E+04   4.547E+00  2.120E-03 
1.265E+04   4.547E+00  2.120E-03 
1.265E+04   4.547E+00  2.120E-03 
1.265E+04   4.547E+00  2.119E-03 
1.265E+04   4.547E+00  2.119E-03 
1.265E+04   4.547E+00  2.119E-03 
1.265E+04   4.546E+00  2.119E-03 
1.265E+04   4.546E+00  2.119E-03 
1.265E+04   4.546E+00  2.119E-03 
1.265E+04   4.546E+00  2.119E-03 
1.265E+04   4.546E+00  2.119E-03 
1.266E+04   4.545E+00  2.119E-03 
1.266E+04   4.545E+00  2.119E-03 
1.266E+04   4.545E+00  2.118E-03 
1.266E+04   4.545E+00  2.118E-03 
1.266E+04   4.545E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.544E+00  2.118E-03 
1.266E+04   4.543E+00  2.118E-03 
1.266E+04   4.543E+00  2.117E-03 
1.266E+04   4.543E+00  2.117E-03 
1.266E+04   4.543E+00  2.117E-03 
1.266E+04   4.543E+00  2.117E-03 
1.267E+04   4.542E+00  2.117E-03 
1.267E+04   4.542E+00  2.117E-03 
1.267E+04   4.542E+00  2.117E-03 
1.267E+04   4.542E+00  2.117E-03 
1.267E+04   4.542E+00  2.117E-03 
1.267E+04   4.541E+00  2.117E-03 
1.267E+04   4.541E+00  2.116E-03 
1.267E+04   4.541E+00  2.116E-03 
1.267E+04   4.541E+00  2.116E-03 
1.267E+04   4.541E+00  2.116E-03 
1.267E+04   4.541E+00  2.116E-03 
1.267E+04   4.540E+00  2.116E-03 
1.267E+04   4.540E+00  2.116E-03 
1.267E+04   4.540E+00  2.116E-03 
1.267E+04   4.540E+00  2.116E-03 
1.268E+04   4.540E+00  2.116E-03 
1.268E+04   4.539E+00  2.116E-03 
1.268E+04   4.539E+00  2.115E-03 
1.268E+04   4.539E+00  2.115E-03 
1.268E+04   4.539E+00  2.115E-03 
1.268E+04   4.539E+00  2.115E-03 
1.268E+04   4.539E+00  2.115E-03 
1.268E+04   4.538E+00  2.115E-03 
1.268E+04   4.538E+00  2.115E-03 
1.268E+04   4.538E+00  2.115E-03 
1.268E+04   4.538E+00  2.115E-03 
1.268E+04   4.538E+00  2.115E-03 
1.268E+04   4.537E+00  2.114E-03 
1.268E+04   4.537E+00  2.114E-03 
1.268E+04   4.537E+00  2.114E-03 
1.269E+04   4.537E+00  2.114E-03 
1.269E+04   4.537E+00  2.114E-03 
1.269E+04   4.536E+00  2.114E-03 
1.269E+04   4.536E+00  2.114E-03 
1.269E+04   4.536E+00  2.114E-03 
1.269E+04   4.536E+00  2.114E-03 
1.269E+04   4.536E+00  2.114E-03 
1.269E+04   4.536E+00  2.113E-03 
1.269E+04   4.535E+00  2.113E-03 
1.269E+04   4.535E+00  2.113E-03 
1.269E+04   4.535E+00  2.113E-03 
1.269E+04   4.535E+00  2.113E-03 
1.269E+04   4.535E+00  2.113E-03 
1.269E+04   4.534E+00  2.113E-03 
1.269E+04   4.534E+00  2.113E-03 
1.269E+04   4.534E+00  2.113E-03 
1.270E+04   4.534E+00  2.113E-03 
1.270E+04   4.534E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.533E+00  2.112E-03 
1.270E+04   4.532E+00  2.112E-03 
1.270E+04   4.532E+00  2.112E-03 
1.270E+04   4.532E+00  2.112E-03 
1.270E+04   4.532E+00  2.112E-03 
1.270E+04   4.532E+00  2.111E-03 
1.270E+04   4.531E+00  2.111E-03 
1.270E+04   4.531E+00  2.111E-03 
1.271E+04   4.531E+00  2.111E-03 
1.271E+04   4.531E+00  2.111E-03 
1.271E+04   4.531E+00  2.111E-03 
1.271E+04   4.531E+00  2.111E-03 
1.271E+04   4.530E+00  2.111E-03 
1.271E+04   4.530E+00  2.111E-03 
1.271E+04   4.530E+00  2.111E-03 
1.271E+04   4.530E+00  2.110E-03 
1.271E+04   4.530E+00  2.110E-03 
1.271E+04   4.529E+00  2.110E-03 
1.271E+04   4.529E+00  2.110E-03 
1.271E+04   4.529E+00  2.110E-03 
1.271E+04   4.529E+00  2.110E-03 
1.271E+04   4.529E+00  2.110E-03 
1.271E+04   4.528E+00  2.110E-03 
1.272E+04   4.528E+00  2.110E-03 
1.272E+04   4.528E+00  2.110E-03 
1.272E+04   4.528E+00  2.109E-03 
1.272E+04   4.528E+00  2.109E-03 
1.272E+04   4.528E+00  2.109E-03 
1.272E+04   4.527E+00  2.109E-03 
1.272E+04   4.527E+00  2.109E-03 
1.272E+04   4.527E+00  2.109E-03 
1.272E+04   4.527E+00  2.109E-03 
1.272E+04   4.527E+00  2.109E-03 
1.272E+04   4.526E+00  2.109E-03 
1.272E+04   4.526E+00  2.109E-03 
1.272E+04   4.526E+00  2.108E-03 
1.272E+04   4.526E+00  2.108E-03 
1.272E+04   4.526E+00  2.108E-03 
1.273E+04   4.526E+00  2.108E-03 
1.273E+04   4.525E+00  2.108E-03 
1.273E+04   4.525E+00  2.108E-03 
1.273E+04   4.525E+00  2.108E-03 
1.273E+04   4.525E+00  2.108E-03 
1.273E+04   4.525E+00  2.108E-03 
1.273E+04   4.524E+00  2.108E-03 
1.273E+04   4.524E+00  2.108E-03 
1.273E+04   4.524E+00  2.107E-03 
1.273E+04   4.524E+00  2.107E-03 
1.273E+04   4.524E+00  2.107E-03 
1.273E+04   4.523E+00  2.107E-03 
1.273E+04   4.523E+00  2.107E-03 
1.273E+04   4.523E+00  2.107E-03 
1.273E+04   4.523E+00  2.107E-03 
1.273E+04   4.523E+00  2.107E-03 
1.274E+04   4.523E+00  2.107E-03 
1.274E+04   4.522E+00  2.107E-03 
1.274E+04   4.522E+00  2.106E-03 
1.274E+04   4.522E+00  2.106E-03 
1.274E+04   4.522E+00  2.106E-03 
1.274E+04   4.522E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.521E+00  2.106E-03 
1.274E+04   4.520E+00  2.105E-03 
1.274E+04   4.520E+00  2.105E-03 
1.274E+04   4.520E+00  2.105E-03 
1.275E+04   4.520E+00  2.105E-03 
1.275E+04   4.520E+00  2.105E-03 
1.275E+04   4.519E+00  2.105E-03 
1.275E+04   4.519E+00  2.105E-03 
1.275E+04   4.519E+00  2.105E-03 
1.275E+04   4.519E+00  2.105E-03 
1.275E+04   4.519E+00  2.105E-03 
1.275E+04   4.519E+00  2.104E-03 
1.275E+04   4.518E+00  2.104E-03 
1.275E+04   4.518E+00  2.104E-03 
1.275E+04   4.518E+00  2.104E-03 
1.275E+04   4.518E+00  2.104E-03 
1.275E+04   4.518E+00  2.104E-03 
1.275E+04   4.517E+00  2.104E-03 
1.275E+04   4.517E+00  2.104E-03 
1.276E+04   4.517E+00  2.104E-03 
1.276E+04   4.517E+00  2.104E-03 
1.276E+04   4.517E+00  2.104E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.516E+00  2.103E-03 
1.276E+04   4.515E+00  2.103E-03 
1.276E+04   4.515E+00  2.103E-03 
1.276E+04   4.515E+00  2.103E-03 
1.276E+04   4.515E+00  2.103E-03 
1.276E+04   4.515E+00  2.102E-03 
1.276E+04   4.514E+00  2.102E-03 
1.277E+04   4.514E+00  2.102E-03 
1.277E+04   4.514E+00  2.102E-03 
1.277E+04   4.514E+00  2.102E-03 
1.277E+04   4.514E+00  2.102E-03 
1.277E+04   4.514E+00  2.102E-03 
1.277E+04   4.513E+00  2.102E-03 
1.277E+04   4.513E+00  2.102E-03 
1.277E+04   4.513E+00  2.102E-03 
1.277E+04   4.513E+00  2.101E-03 
1.277E+04   4.513E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.277E+04   4.512E+00  2.101E-03 
1.278E+04   4.511E+00  2.101E-03 
1.278E+04   4.511E+00  2.101E-03 
1.278E+04   4.511E+00  2.101E-03 
1.278E+04   4.511E+00  2.100E-03 
1.278E+04   4.511E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.510E+00  2.100E-03 
1.278E+04   4.509E+00  2.100E-03 
1.278E+04   4.509E+00  2.100E-03 
1.278E+04   4.509E+00  2.099E-03 
1.278E+04   4.509E+00  2.099E-03 
1.279E+04   4.509E+00  2.099E-03 
1.279E+04   4.508E+00  2.099E-03 
1.279E+04   4.508E+00  2.099E-03 
1.279E+04   4.508E+00  2.099E-03 
1.279E+04   4.508E+00  2.099E-03 
1.279E+04   4.508E+00  2.099E-03 
1.279E+04   4.507E+00  2.099E-03 
1.279E+04   4.507E+00  2.099E-03 
1.279E+04   4.507E+00  2.099E-03 
1.279E+04   4.507E+00  2.098E-03 
1.279E+04   4.507E+00  2.098E-03 
1.279E+04   4.507E+00  2.098E-03 
1.279E+04   4.506E+00  2.098E-03 
1.279E+04   4.506E+00  2.098E-03 
1.279E+04   4.506E+00  2.098E-03 
1.280E+04   4.506E+00  2.098E-03 
1.280E+04   4.506E+00  2.098E-03 
1.280E+04   4.505E+00  2.098E-03 
1.280E+04   4.505E+00  2.098E-03 
1.280E+04   4.505E+00  2.097E-03 
1.280E+04   4.505E+00  2.097E-03 
1.280E+04   4.505E+00  2.097E-03 
1.280E+04   4.505E+00  2.097E-03 
1.280E+04   4.504E+00  2.097E-03 
1.280E+04   4.504E+00  2.097E-03 
1.280E+04   4.504E+00  2.097E-03 
1.280E+04   4.504E+00  2.097E-03 
1.280E+04   4.504E+00  2.097E-03 
1.280E+04   4.503E+00  2.097E-03 
1.280E+04   4.503E+00  2.096E-03 
1.281E+04   4.503E+00  2.096E-03 
1.281E+04   4.503E+00  2.096E-03 
1.281E+04   4.503E+00  2.096E-03 
1.281E+04   4.503E+00  2.096E-03 
1.281E+04   4.502E+00  2.096E-03 
1.281E+04   4.502E+00  2.096E-03 
1.281E+04   4.502E+00  2.096E-03 
1.281E+04   4.502E+00  2.096E-03 
1.281E+04   4.502E+00  2.096E-03 
1.281E+04   4.501E+00  2.096E-03 
1.281E+04   4.501E+00  2.095E-03 
1.281E+04   4.501E+00  2.095E-03 
1.281E+04   4.501E+00  2.095E-03 
1.281E+04   4.501E+00  2.095E-03 
1.281E+04   4.501E+00  2.095E-03 
1.281E+04   4.500E+00  2.095E-03 
1.282E+04   4.500E+00  2.095E-03 
1.282E+04   4.500E+00  2.095E-03 
1.282E+04   4.500E+00  2.095E-03 
1.282E+04   4.500E+00  2.095E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.499E+00  2.094E-03 
1.282E+04   4.498E+00  2.094E-03 
1.282E+04   4.498E+00  2.094E-03 
1.282E+04   4.498E+00  2.094E-03 
1.282E+04   4.498E+00  2.094E-03 
1.282E+04   4.498E+00  2.094E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.497E+00  2.093E-03 
1.283E+04   4.496E+00  2.093E-03 
1.283E+04   4.496E+00  2.093E-03 
1.283E+04   4.496E+00  2.093E-03 
1.283E+04   4.496E+00  2.093E-03 
1.283E+04   4.496E+00  2.092E-03 
1.283E+04   4.495E+00  2.092E-03 
1.283E+04   4.495E+00  2.092E-03 
1.283E+04   4.495E+00  2.092E-03 
1.283E+04   4.495E+00  2.092E-03 
1.284E+04   4.495E+00  2.092E-03 
1.284E+04   4.495E+00  2.092E-03 
1.284E+04   4.494E+00  2.092E-03 
1.284E+04   4.494E+00  2.092E-03 
1.284E+04   4.494E+00  2.092E-03 
1.284E+04   4.494E+00  2.091E-03 
1.284E+04   4.494E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.493E+00  2.091E-03 
1.284E+04   4.492E+00  2.091E-03 
1.284E+04   4.492E+00  2.091E-03 
1.285E+04   4.492E+00  2.091E-03 
1.285E+04   4.492E+00  2.090E-03 
1.285E+04   4.492E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.491E+00  2.090E-03 
1.285E+04   4.490E+00  2.090E-03 
1.285E+04   4.490E+00  2.090E-03 
1.285E+04   4.490E+00  2.089E-03 
1.285E+04   4.490E+00  2.089E-03 
1.285E+04   4.490E+00  2.089E-03 
1.285E+04   4.489E+00  2.089E-03 
1.285E+04   4.489E+00  2.089E-03 
1.286E+04   4.489E+00  2.089E-03 
1.286E+04   4.489E+00  2.089E-03 
1.286E+04   4.489E+00  2.089E-03 
1.286E+04   4.489E+00  2.089E-03 
1.286E+04   4.488E+00  2.089E-03 
1.286E+04   4.488E+00  2.089E-03 
1.286E+04   4.488E+00  2.088E-03 
1.286E+04   4.488E+00  2.088E-03 
1.286E+04   4.488E+00  2.088E-03 
1.286E+04   4.487E+00  2.088E-03 
1.286E+04   4.487E+00  2.088E-03 
1.286E+04   4.487E+00  2.088E-03 
1.286E+04   4.487E+00  2.088E-03 
1.286E+04   4.487E+00  2.088E-03 
